code,name_ja,name_en,population,gdp_nominal,gdp_ppp_per_capita,gdp_ppp,y_gdp,y_ppp,y_population,surface,population_density,y_net,net,y_life,life,y_young,young,y_forest,forest,y_tas,tas,capital_en,capital_ja,name_ja_hira
SHN,セントヘレナ・アセンションおよびトリスタンダクーニャ,"Saint Helena, Ascension and Tristan da Cunha",5289,0.0,0.0,0.0,0,0,2023,0.0,0.0,2012,37.6,0,0.0,0,0.0,0,0.0,2023,18.37,Jamestown,ジェームスタウン,せんとへれな・あせんしょん
LCA,セントルシア,Saint Lucia,179285,2430148148.0,23403.46177,4195889643.0,2023,2023,2023,620.0,289.1693548,2023,70.0834,2022,71.294,2023,17.87020071,2022,34.04918033,2023,27.46,Castries,カストリーズ,せんとるしあ
SYC,セーシェル,Seychelles,127951,2141450171.0,27585.44053,3529584701.0,2023,2023,2023,460.0,278.1543478,2023,87.4009,2022,73.84878049,2023,20.1398197,2022,73.26086957,2023,27.58,Victoria,ビクトリア,せーしぇる
SOM,ソマリア,Somalia,18358615,10968517090.0,1402.469921,25747405322.0,2023,2023,2023,637660.0,28.79060157,2022,27.6,2022,56.107,2023,46.67871187,2022,9.287627124,2023,27.1,Mogadishu,モガディシュ,そまりあ
SLB,ソロモン諸島,Solomon Islands,800005,1633319401.0,2534.027563,2027234721.0,2023,2023,2023,28900.0,27.68183391,2023,42.4597,2022,70.742,2023,37.36305563,2022,90.08610218,2023,25.89,Honiara,ホニアラ,そろもんしょとう
THA,タイ,Thailand,71702435,514968699239.0,21142.66433,1515980515072.0,2023,2023,2023,513120.0,139.7381412,2023,89.5353,2022,79.68,2023,15.08967931,2022,38.75785394,2023,27.51,Bangkok,バンコク,たい
TWN,台湾（中華民国）,"Taiwan, Province of China",23317145,0.0,0.0,0.0,0,0,2023,0.0,0.0,2023,93.1448,0,0.0,0,0.0,0,0.0,2023,20.91,Taipei,台北,たいわん
TJK,タジキスタン,Tajikistan,10389799,12060602009.0,4472.324138,46466548855.0,2023,2023,2023,141379.0,73.48898351,2023,56.791,2022,71.288,2023,36.50623253,2022,3.067944376,2023,5.71,Dushanbe,ドゥシャンベ,たじきすたん
TZA,タンザニア,"Tanzania, United Republic of",66617606,79062403821.0,3509.373898,233786087617.0,2023,2023,2023,947300.0,70.32366304,2023,29.0638,2022,66.782,2023,42.72389462,2022,50.58365319,2023,23.22,Dodoma,ドドマ,たんざにあ
TCA,タークス・カイコス諸島,Turks and Caicos Islands,46198,1402054391.0,22305.65927,1030476847.0,2023,2023,2023,950.0,48.62947368,0,0.0,2022,74.925,2023,16.21823456,2022,11.07368421,2023,27.08,Cockburn Town,コックバーンタウン,たーくす・かいこす
KOR,大韓民国,"Korea, Republic of",51748739,1712792854202.0,49960.59148,2585397608581.0,2023,2023,2023,100440.0,515.2204202,2023,97.416,2022,82.6804878,2023,10.97081709,2022,64.21106557,2023,13.32,Seoul,ソウル,だいかんみんこく
CZE,チェコ,Czechia,10809716,343207874554.0,47690.82811,515524307726.0,2023,2023,2023,78871.47,137.0548311,2023,85.994,2022,79.02926829,2023,15.67363564,2022,34.73694318,2023,10.04,Prague,プラハ,ちぇこ
TCD,チャド,Chad,19319064,13149325362.0,1679.461532,32445624830.0,2023,2023,2023,1284000.0,15.046,2023,13.1832,2022,52.997,2023,46.73717371,2022,3.249241105,2023,27.49,N'Djamena,ンジャメナ,ちゃど
CAF,中央アフリカ共和国,Central African Republic,5152421,2555492085.0,1135.136277,5848699991.0,2023,2023,2023,622980.0,8.270604193,2019,7.50916,2022,54.477,2023,49.16644517,2022,35.70419596,2023,25.39,Bangui,バンギ,ちゅうおうあふりかきょうわこく
CHN,中国,China,1422584933,17794783039552.0,21952.80769,31229733453000.0,2023,2023,2023,9562910.0,148.7606736,2023,77.4827,2022,78.587,2023,16.58961072,2022,23.83173363,2023,8.4,Beijing,北京,ちゅうごく
TUN,チュニジア,Tunisia,12200431,48529595417.0,12552.98669,153151847959.0,2023,2023,2023,163610.0,74.57020353,2023,72.3542,2022,74.263,2023,24.43490316,2022,4.542932544,2023,21.21,Tunis,チュニス,ちゅにじあ
PRK,朝鮮民主主義人民共和国,"Korea, Democratic People's Republic of",26418204,0.0,0.0,0.0,0,0,2023,120540.0,219.1654555,2012,0.0,2022,73.578,2023,18.98061844,2022,49.72701603,2023,8.1,Pyongyang,平壌,ちょうせんみんしゅしゅぎじんみんきょうわこく
CHL,チリ,Chile,19658835,335533331669.0,29490.75849,579753955220.0,2023,2023,2023,756700.0,25.97969473,2023,94.4574,2022,79.519,2023,17.3843389,2022,24.82277373,2023,10.04,Santiago,サンティアゴ,ちり
TUV,ツバル,Tuvalu,9816,62280311.59,5812.39329,57054452.53,2023,2023,2023,30.0,327.2,2023,74.3146,2022,64.854,2023,32.60149763,2022,33.33333333,2023,28.55,Funafuti,フナフティ,つばる
DNK,デンマーク,Denmark,5948136,407091920305.0,71375.792,424552917934.0,2023,2023,2023,42920.0,138.5865797,2024,99.7692,2022,81.30487805,2023,15.86695262,2022,15.758,2023,9.59,Copenhagen,コペンハーゲン,でんまーく
TKL,トケラウ,Tokelau,2397,0.0,0.0,0.0,0,0,2023,0.0,0.0,2003,1.49589,0,0.0,0,0.0,0,0.0,2023,28.81,,,とけらう
TTO,トリニダード・トバゴ,Trinidad and Tobago,1502932,27372285698.0,28848.97268,43358044210.0,2023,2023,2023,5130.0,292.9692008,2023,84.6994,2022,74.708,2023,18.02702384,2022,44.31773879,2023,27.15,Port of Spain,ポート オブ スペイン,とりにだーど・とばご
TKM,トルクメニスタン,Turkmenistan,7364438,60628857143.0,17866.40418,131576025873.0,2023,2023,2023,491209.0,14.99247367,2017,21.251,2022,69.41,2023,31.67045469,2022,8.782159045,2023,18.3,Ashgabat,アシガバート,とるくめにすたん
TUR,トルコ,Türkiye,87270501,1118252964261.0,33488.39525,2922549031362.0,2023,2023,2023,785350.0,111.1230674,2024,87.3079,2022,78.475,2023,21.83972897,2022,29.2768733,2023,12.92,Ankara,アンカラ,とるこ
TON,トンガ,Tonga,104597,518180042.2,6931.101479,724972421.4,2022,2022,2023,750.0,139.4626667,2023,58.5334,2022,71.27,2023,35.62370038,2022,12.43055556,2023,25.12,Nuku'alofa,ヌクアロファ,とんが
TGO,トーゴ,Togo,9304337,9171261838.0,2767.516558,25749906712.0,2023,2023,2023,56790.0,163.8375946,2023,37.0223,2022,61.588,2023,39.8825494,2022,22.12447141,2023,27.92,Lome,ロメ,とーご
DEU,ドイツ,Germany,84548231,4525703903628.0,62151.23952,5254777355510.0,2023,2023,2023,357600.0,236.4324133,2024,93.5,2022,80.70560976,2023,13.91557027,2022,32.68548202,2023,10.88,Berlin,ベルリン,どいつ
DOM,ドミニカ共和国,Dominican Republic,11331265,121444279314.0,23087.93436,261615502566.0,2023,2023,2023,146839.463,77.16770934,2023,84.6161,2022,74.17,2023,26.91400179,2022,44.82092833,2023,25.23,Santo Domingo,サントドミンゴ,どみにかきょうわこく
DMA,ドミニカ国,Dominica,66510,653992592.6,17420.25125,1158620910.0,2023,2023,2023,750.0,88.68,2023,83.8255,2022,72.981,2023,18.10992249,2022,63.82666667,2023,27.32,Roseau,ロゾー,どみにかこく
NGA,ナイジェリア,Nigeria,227882945,363846332835.0,5593.056614,1274562212860.0,2023,2023,2023,923770.0,246.6879689,2023,39.2136,2022,53.633,2023,41.49222883,2022,23.38718886,2023,27.73,Abuja,アブジャ,ないじぇりあ
NRU,ナウル,Nauru,11875,154170289.3,12462.84129,147996240.3,2023,2023,2023,20.0,593.75,2020,81.6554,2022,64.014,2023,38.18105263,0,0.0,2023,27.89,Yaren,ヤレン,なうる
NAM,ナミビア,Namibia,2963095,12351025067.0,10105.51477,29943600297.0,2023,2023,2023,824290.0,3.594723944,2023,64.4061,2022,58.059,2023,37.29232441,2022,7.891362703,2023,20.52,Windhoek,ウィントフック,なみびあ
NIU,ニウエ,Niue,1817,0.0,0.0,0.0,0,0,2023,0.0,0.0,2011,79.56,0,0.0,0,0.0,0,0.0,2023,25.17,Alofi,アロフィ,にうえ
NIC,ニカラグア,Nicaragua,6823613,17829218219.0,7486.942762,51087999963.0,2023,2023,2023,130370.0,52.34036205,2023,58.2314,2022,74.615,2023,29.2038763,2022,26.65389729,2023,26.51,Managua,マナグア,にからぐあ
ESH,西サハラ,Western Sahara,579729,0.0,0.0,0.0,0,0,2023,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,El-Aaiun,エル・アイウン,にし
NER,ニジェール,Niger,26159867,16819170421.0,1703.396933,44560637203.0,2023,2023,2023,1267000.0,20.64709313,2023,23.1879,2022,62.08,2023,46.96572234,2022,0.8327622957,2023,28.34,Niamey,ニアメ,にじぇーる
JPN,日本,Japan,124370947,4204494802432.0,46002.50589,5721375221554.0,2023,2023,2023,377969.27,329.0504199,2023,86.9815,2022,83.99634146,2023,11.64929062,2022,68.40877915,2023,12.99,Tokyo,東京,にっぽん
NCL,ニューカレドニア,New Caledonia,289870,9623318718.0,0.0,0.0,2022,0,2023,18580.0,15.60118407,2017,82.0058,2022,80.98207317,2023,21.52623853,2022,45.83260394,2023,22.69,Noumea,ヌメア,にゅーかれどにあ
NZL,ニュージーランド,New Zealand,5172836,252175506110.0,49052.24584,253739223160.0,2023,2023,2023,267710.0,19.32253558,2023,96.1638,2022,82.76097561,2023,18.3747368,2022,37.71936349,2023,11.21,Wellington,ウェリントン,にゅーじーらんど
NPL,ネパール,Nepal,29694614,40908073367.0,4859.800104,144309888216.0,2023,2023,2023,147180.0,201.7571273,2023,55.7716,2022,70.484,2023,28.71362752,2022,41.59072201,2023,14.07,Kathmandu,カトマンズ,ねぱーる
NOR,ノルウェー,Norway,5519167,485310823604.0,90167.1329,497647464385.0,2023,2023,2023,624500.0,8.83773739,2023,99.0,2022,82.56097561,2023,16.50676633,2022,33.47956186,2023,2.28,Oslo,オスロ,のるうぇー
HTI,ハイチ,Haiti,11637398,19850829758.0,2956.462137,34405526560.0,2023,2023,2023,27750.0,419.3656937,2019,39.262,2022,63.728,2023,31.57219803,2022,12.37590711,2023,25.59,Port-au-Prince,ポルトープランス,はいち
HUN,ハンガリー,Hungary,9686463,212388906459.0,39777.04298,385298855104.0,2023,2023,2023,93030.0,104.1219284,2024,91.4501,2022,76.01707317,2023,14.48545695,2022,22.46437541,2023,13.09,Budapest,ブダペスト,はんがりー
VAT,バチカン市国,Holy See (Vatican City State),496,0.0,0.0,0.0,0,0,2023,0.0,0.0,2023,87.0278,0,0.0,0,0.0,0,0.0,2023,17.23,Vatican City,バチカン市国,ばちかんしこく
VUT,バヌアツ,Vanuatu,320409,1126313359.0,3118.396033,999162154.4,2023,2023,2023,12190.0,26.28457752,2023,45.7313,2022,70.492,2023,38.61336388,2022,36.28383921,2023,24.39,Port Vila,ポートビラ,ばぬあつ
BHS,バハマ,Bahamas,399440,14338500000.0,33105.60386,13223702405.0,2023,2023,2023,13880.0,28.77809798,2023,94.8186,2022,74.358,2023,18.32826166,2022,50.93506494,2023,26.56,Nassau,ナッソー,ばはま
BMU,バミューダ,Bermuda,64698,8141700000.0,98041.68872,6343101177.0,2023,2023,2023,4290.0,15.08111888,2017,98.37,2022,81.571,2023,13.878327,2022,18.51851852,2023,21.8,Hamilton,ハミルトン,ばみゅーだ
BRB,バルバドス,Barbados,282336,6720733200.0,19224.46212,5427757737.0,2023,2023,2023,430.0,656.5953488,2023,79.9923,2022,77.706,2023,17.48678879,2022,14.65116279,2023,26.93,Bridgetown,ブリッジタウン,ばるばどす
BGD,バングラデシュ,Bangladesh,171466990,437415331041.0,8242.39799,1413299173688.0,2023,2023,2023,147570.0,1161.93664,2023,44.5027,2022,73.698,2023,28.36088217,2022,14.46877161,2023,26.0,Dhaka,ダッカ,ばんぐらでしゅ
BHR,バーレーン,Bahrain,1569666,46079867021.0,57482.56039,90228420640.0,2023,2023,2023,790.0,1986.918987,2023,100.0,2022,79.246,2023,18.99188075,2022,0.9367088608,2023,28.88,Manama,マナマ,ばーれーん
PAK,パキスタン,Pakistan,247504495,337912301398.0,5439.18762,1346223385115.0,2023,2023,2023,796100.0,310.8962379,2023,27.3759,2022,66.431,2023,37.0380614,2022,4.726053342,2023,21.91,Islamabad,イスラマバード,ぱきすたん
PAN,パナマ,Panama,4458759,83318176900.0,35863.88015,159908398389.0,2023,2023,2023,75320.0,59.19754381,2023,77.9502,2022,76.826,2023,25.27616989,2022,56.49785791,2023,26.05,Panama City,パナマシティ,ぱなま
PNG,パプアニューギニア,Papua New Guinea,10389635,30729242919.0,4174.44164,43370924970.0,2023,2023,2023,462840.0,22.44757368,2023,24.0667,2022,65.958,2023,33.80422893,2022,79.02817648,2023,24.77,Port Moresby,ポートモレスビー,ぱぷあにゅーぎにあ
PLW,パラオ,Palau,17727,281849062.5,15796.54027,280025269.4,2023,2023,2023,460.0,38.53695652,2004,26.9703,2005,69.12926829,2023,18.54181357,2022,90.36956522,2023,27.26,Melekeok,マルキョク,ぱらお
PRY,パラグアイ,Paraguay,6844146,42956263544.0,15783.11501,108021943477.0,2023,2023,2023,406752.0,16.82633644,2023,78.0948,2022,70.475,2023,28.78100496,2022,39.25029356,2023,25.06,Asuncion,アスンシオン,ぱらぐあい
PSE,パレスチナ,"Palestine, State of",5409202,17420800000.0,5073.995817,27446268319.0,2023,2023,2023,6025.0,897.7928631,2023,86.6377,2022,73.444,2023,38.37022895,2021,1.682987552,2023,20.4,East Jerusalem,東エルサレム,ぱれすちな
TLS,東ティモール,Timor-Leste,1384286,2079916900.0,4328.50782,5991892776.0,2023,2023,2023,14870.0,93.09253531,2023,34.0207,2022,69.056,2023,34.22977622,2022,61.75521184,2023,24.81,Dili,ディリ,ひがしてぃもーる
FJI,フィジー,Fiji,924145,5442046565.0,13652.49087,12616881173.0,2023,2023,2023,18270.0,50.58264915,2023,79.3485,2022,68.312,2023,27.38529809,2022,63.12972085,2023,25.2,Suva,スバ,ふぃじー
PHL,フィリピン,Philippines,114891199,437146372730.0,9901.056524,1137544255404.0,2023,2023,2023,300000.0,382.9706633,2023,83.7661,2022,72.187,2023,28.60754809,2022,24.34305933,2023,26.91,Manila,マニラ,ふぃりぴん
FIN,フィンランド,Finland,5601185,295532341255.0,56280.74349,315238856208.0,2023,2023,2023,338470.0,16.54854197,2023,93.5139,2022,81.18780488,2023,14.93500796,2022,73.72649966,2023,2.87,Helsinki,ヘルシンキ,ふぃんらんど
FRO,フェロー諸島,Faroe Islands,54714,3907323961.0,70074.97756,3834082322.0,2023,2023,2023,12960.0,4.221759259,2017,97.582,2022,83.3,2023,20.15681687,2022,0.05839416058,2023,6.78,Torshavn,トースハウン,ふぇろーしょとう
FLK,フォークランド（マルビナス）諸島,Falkland Islands (Malvinas),3477,0.0,0.0,0.0,0,0,2023,0.0,0.0,2016,99.0152,0,0.0,0,0.0,0,0.0,0,0.0,Stanley,スタンリー,ふぉーくらんど
FRA,フランス,France,66438822,3051831611385.0,55470.72992,3685409951338.0,2023,2023,2023,549087.37,120.9986345,2023,86.8364,2022,82.22926829,2023,16.78477833,2022,31.81367419,2023,13.01,Paris,パリ,ふらんす
GUF,フランス領ギアナ,French Guiana,303402,0.0,0.0,0.0,0,0,2023,0.0,0.0,2009,25.7034,0,0.0,0,0.0,0,0.0,2023,26.83,Cayenne,カイエン,ふらんすりょうぎあな
PYF,フランス領ポリネシア,French Polynesia,281118,5814661209.0,0.0,0.0,2022,0,2023,3471.0,80.99049265,2017,72.7039,2022,83.55,2023,19.73331531,2022,43.05963699,2023,24.71,Papeete,パペーテ,ふらんすりょうぽりねしあ
BRA,ブラジル,Brazil,211140729,2173665655937.0,19018.23907,4015524861483.0,2023,2023,2023,8510417.771,24.80967852,2023,84.1506,2022,73.425,2023,19.93595205,2022,59.12751189,2023,25.92,Brasilia,ブラジリア,ぶらじる
BGR,ブルガリア,Bulgaria,6795803,102407653021.0,31410.26408,213457966864.0,2023,2023,2023,111000.0,61.22345045,2023,80.3896,2022,74.36097561,2023,14.538201,2022,36.09985262,2023,13.03,Sofia,ソフィア,ぶるがりあ
BFA,ブルキナファソ,Burkina Faso,23025776,20324617845.0,2482.072253,57151639723.0,2023,2023,2023,274200.0,83.97438366,2023,17.0226,2022,59.766,2023,42.40125067,2022,22.35526316,2023,29.96,Ouagadougou,ワガドゥグー,ぶるきなふぁそ
BRN,ブルネイ,Brunei Darussalam,458949,15128292981.0,76828.39983,35260317274.0,2023,2023,2023,5770.0,79.54055459,2023,99.0336,2022,74.551,2023,21.0243633,2022,72.10626186,2023,27.29,Bandar Seri Begawan,バンダル・スリ・ブガワン,ぶるねい
BDI,ブルンジ,Burundi,13689450,2642161669.0,828.8610743,11346652234.0,2023,2023,2023,27830.0,491.8954366,2023,11.0784,2022,61.977,2023,45.36474239,2022,10.8894081,2023,20.83,Gitega,ギテガ,ぶるんじ
BTN,ブータン,Bhutan,786385,2898227743.0,13963.48534,10980675416.0,2022,2022,2023,38390.0,20.48411045,2023,88.426,2022,72.229,2023,21.46149787,2022,71.55322496,2023,10.68,Thimphu,ティンプー,ぶーたん
PRI,プエルトリコ,Puerto Rico,3242023,117902300000.0,42512.961,137827997375.0,2023,2023,2023,8870.0,365.5042841,2022,87.2918,2022,79.72,2023,12.00488275,2022,56.06651635,2023,25.52,San Juan,サンフアン,ぷえるとりこ
VNM,ベトナム,Viet Nam,100352192,429716969044.0,13491.87942,1353939673735.0,2023,2023,2023,331340.0,302.867725,2023,78.08,2022,74.58,2023,23.60584721,2022,47.20332196,2023,25.46,Hanoi,ハノイ,べとなむ
BEN,ベナン,Benin,14111034,19676049076.0,3721.224527,52510325825.0,2023,2023,2023,114760.0,122.9612583,2023,32.2083,2022,59.954,2023,41.8362665,2022,26.91690316,2023,28.61,Porto-Novo,ポルトノボ,べなん
VEN,ベネズエラ・ボリバル共和国,"Venezuela, Bolivarian Republic of",28300854,482359318768.0,0.0,0.0,2014,0,2023,912050.0,31.02993696,2017,61.6,2022,71.105,2023,26.15377084,2022,52.29497194,2023,26.01,Caracas,カラカス,べねずえら・ぼりばる
BLR,ベラルーシ,Belarus,9115680,71857382746.0,27908.72756,254407029633.0,2023,2023,2023,207630.0,43.90348216,2023,91.5125,2022,73.11146341,2023,16.67528369,2022,43.33513966,2023,8.81,Minsk,ミンスク,べらるーし
BLZ,ベリーズ,Belize,411106,3066850000.0,12455.29607,5120446944.0,2023,2023,2023,22970.0,17.8975185,2023,72.3595,2022,70.962,2023,26.99258463,2022,55.00789128,2023,26.42,Belmopan,ベルモパン,べりーず
BEL,ベルギー,Belgium,11712893,644782756683.0,63276.32491,741148823051.0,2023,2023,2023,30689.0,381.6642119,2023,94.6263,2022,81.69756098,2023,16.29074474,2022,22.60444678,2023,11.92,Brussels,ブリュッセル,べるぎー
PER,ペルー,Peru,33845617,267603248655.0,15294.25678,517643557313.0,2023,2023,2023,1285220.0,26.33449293,2023,79.4848,2022,73.385,2023,24.35816135,2022,56.23804773,2023,20.95,Lima,リマ,ぺるー
HKG,香港,Hong Kong,7442734,380812234828.0,65276.29458,485834097095.0,2023,2023,2023,1110.0,6705.165766,2023,95.9778,2022,83.66097561,2023,10.69902467,0,0.0,2023,24.09,Hong Kong,香港,ほんこん
HND,ホンジュラス,Honduras,10644851,34400509852.0,6468.301921,68854110169.0,2023,2023,2023,112490.0,94.62930927,2023,58.2789,2022,70.728,2023,30.99615016,2022,56.46045223,2023,25.39,Tegucigalpa,テグシガルパ,ほんじゅらす
BIH,ボスニア・ヘルツェゴビナ,Bosnia and Herzegovina,3185073,27514782476.0,19829.28226,63157711527.0,2023,2023,2023,51210.0,62.19630931,2023,83.3772,2022,75.293,2023,13.21991678,2022,42.73261719,2023,11.86,Sarajevo,サラエボ,ぼすにあ・へるつぇごびな
BWA,ボツワナ,Botswana,2480244,19396084498.0,18846.25046,46743299629.0,2023,2023,2023,581730.0,4.263565572,2023,81.36,2022,65.913,2023,32.28125292,2022,26.4995677,2023,22.16,Gaborone,ハボローネ,ぼつわな
BES,ボネール、シント・ユースタティウスおよびサバ,"Bonaire, Sint Eustatius and Saba",29898,0.0,0.0,0.0,0,0,2023,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2023,28.14,,,ぼねーる
BOL,ボリビア,"Bolivia, Plurinational State of",12244159,45135398009.0,9843.970142,120531135607.0,2023,2023,2023,1098580.0,11.14544139,2023,70.2368,2022,64.928,2023,30.14239973,2022,46.53968836,2023,21.99,Sucre,スクレ,ぼりびあ
PRT,ポルトガル,Portugal,10430738,289114289664.0,42084.9365,438976946381.0,2023,2023,2023,92230.0,113.0948498,2023,85.7901,2022,81.5804878,2023,12.89364664,2022,36.15499489,2023,17.05,Lisbon,リスボン,ぽるとがる
POL,ポーランド,Poland,38762844,809200697797.0,41251.42783,1599022661842.0,2023,2023,2023,312720.0,123.9538373,2023,86.4147,2022,77.30487805,2023,15.09676657,2022,31.05949231,2023,10.24,Warsaw,ワルシャワ,ぽーらんど
MAC,マカオ,Macao,713912,45803067940.0,99799.36406,71247963598.0,2023,2023,2023,33.0,21633.69697,2023,89.1806,2022,85.377,2023,14.09453413,0,0.0,2023,23.85,Macao,マカオ,まかお
MDG,マダガスカル,Madagascar,31195932,15790113247.0,1643.309348,51264566674.0,2023,2023,2023,587295.0,53.11799351,2023,20.3671,2022,65.23,2023,39.57213332,2022,21.3189737,2023,23.08,Antananarivo,アンタナナリボ,まだがすかる
MYT,マヨット,Mayotte,316015,0.0,0.0,0.0,0,0,2023,0.0,0.0,2000,1.21153,0,0.0,0,0.0,0,0.0,2023,25.5,Mamoudzou,マモズウ,まよっと
MWI,マラウイ,Malawi,21104482,12712150082.0,1648.436518,34789398822.0,2023,2023,2023,118480.0,178.1269581,2023,17.9881,2022,62.898,2023,41.3160806,2022,22.88608401,2023,22.92,Lilongwe,リロングウェ,まらうい
MLI,マリ,Mali,23769127,20661794596.0,2394.672164,56919266789.0,2023,2023,2023,1240190.0,19.16571412,2023,35.0921,2022,59.417,2023,46.46020137,2022,10.89666363,2023,29.72,Bamako,バマコ,まり
MLT,マルタ,Malta,532956,22328640242.0,61759.36512,32915024198.0,2023,2023,2023,320.0,1665.4875,2023,92.0727,2022,82.7,2023,13.15183617,2022,1.4375,2023,20.29,Valletta,バレッタ,まるた
MTQ,マルティニーク,Martinique,346002,0.0,0.0,0.0,0,0,2023,0.0,0.0,2009,42.0043,0,0.0,0,0.0,0,0.0,2023,26.82,Fort-de-France,フォール・ド・フランス,まるてぃにーく
MYS,マレーシア,Malaysia,35126298,399705169318.0,32812.29975,1152574619173.0,2023,2023,2023,330411.0,106.3109219,2023,97.6927,2022,76.26,2023,22.28799203,2022,57.87167859,2023,26.77,Kuala Lumpur,クアラルンプール,まれーしあ
IMN,マン島,Isle of Man,84165,7931193222.0,0.0,0.0,2021,0,2023,570.0,147.6578947,0,0.0,2022,80.762,2023,14.52317161,2022,6.070175439,2023,10.52,Douglas,ダグラス,まん
MHL,マーシャル諸島,Marshall Islands,38827,259300000.0,6786.695693,263507033.7,2023,2023,2023,180.0,215.7055556,2023,65.7177,2022,65.146,2023,34.7052309,2022,52.22222222,2023,28.29,Majuro,マジュロ,まーしゃるしょとう
FSM,ミクロネシア連邦,"Micronesia, Federated States of",112630,460000000.0,3886.696571,437758634.8,2023,2023,2023,700.0,160.9,2020,39.3833,2022,70.925,2023,32.12939657,2022,92.11428571,2023,27.68,Palikir,パリキール,みくろねしあれんぽう
ZAF,南アフリカ,South Africa,63212384,380699271815.0,13690.38946,865402155557.0,2023,2023,2023,1219090.0,51.85210608,2023,75.6592,2022,61.48,2023,26.08489838,2022,13.99507868,2023,18.58,Pretoria,プレトリア,みなみあふりか
SSD,南スーダン,South Sudan,11483374,11997800760.0,0.0,0.0,2015,0,2023,646883.0,17.75185621,2020,9.27123,2022,55.567,2023,39.85153667,2022,11.32562151,2023,28.1,Juba,ジュバ,みなみすーだん
MMR,ミャンマー,Myanmar,54133798,66757619000.0,5364.13797,290381161331.0,2023,2023,2023,676590.0,80.00975184,2023,58.5357,2022,67.256,2023,24.51572606,2022,42.84626228,2023,24.44,Nay Pyi Taw,ネピドー,みゃんまー
MEX,メキシコ,Mexico,129739759,1789114434843.0,21874.01615,2837929584231.0,2023,2023,2023,1964375.0,66.04632975,2023,81.1832,2022,74.832,2023,24.91797214,2022,33.66164197,2023,22.22,Mexico City,メキシコシティ,めきしこ
MOZ,モザンビーク,Mozambique,33635160,20954220984.0,1511.636535,50844136708.0,2023,2023,2023,799380.0,42.07655933,2023,19.8434,2022,59.625,2023,44.75486515,2022,46.11933111,2023,24.79,Maputo,マプト,もざんびーく
MCO,モナコ,Monaco,38956,9995350547.0,0.0,0.0,2023,0,2023,74.9,520.1068091,2023,99.1497,0,0.0,2023,13.178802,0,0.0,2023,14.85,Monaco,モナコ,もなこ
MDV,モルディブ,Maldives,525994,6590894302.0,22286.98017,11722817848.0,2023,2023,2023,300.0,1753.313333,2023,84.6851,2022,80.839,2023,20.04899295,2022,2.733333333,2023,28.18,Male,マレ,もるでぃぶ
MDA,モルドバ,"Moldova, Republic of",3067070,16539436547.0,12705.55359,38968822264.0,2023,2023,2023,33850.0,90.60768095,2023,80.2126,2022,68.621,2023,19.99222385,2022,11.75129219,2023,12.64,Chisinau,キシナウ,もるどば
MAR,モロッコ,Morocco,37712505,144417103250.0,9005.04512,339602809129.0,2023,2023,2023,446550.0,84.45303997,2023,91.0,2022,74.973,2023,26.0351984,2022,12.91368788,2023,19.04,Rabat,ラバト,もろっこ
MNG,モンゴル,Mongolia,3431932,20325121394.0,16455.49548,56474141516.0,2023,2023,2023,1564115.75,2.194167535,2023,83.0162,2022,72.667,2023,32.63747175,2022,9.098233215,2023,1.82,Ulaanbaatar,ウランバートル,もんごる
MNE,モンテネグロ,Montenegro,633552,7530593375.0,26592.95389,16848019125.0,2023,2023,2023,13810.0,45.87632151,2023,89.8052,2022,76.18780488,2023,18.33274932,2022,61.48698885,2023,11.37,Podgorica,ポドゴリツァ,もんてねぐろ
MSR,モントセラト,Montserrat,4420,0.0,0.0,0.0,0,0,2023,0.0,0.0,2011,54.551,0,0.0,0,0.0,0,0.0,2023,26.39,Plymouth,プリマス,もんとせらと
MUS,モーリシャス,Mauritius,1273588,14644524819.0,26328.46315,33531614722.0,2023,2023,2023,2010.0,633.6258706,2023,79.5,2022,73.51463415,2023,15.12423955,2022,19.45418127,2023,24.07,Port Louis,ポートルイス,もーりしゃす
MRT,モーリタニア,Mauritania,5022441,10651709411.0,6258.710913,31434006298.0,2023,2023,2023,1030700.0,4.872844669,2023,37.3809,2022,64.691,2023,43.03608116,2022,0.2928969632,2023,29.37,Nouakchott,ヌアクショット,もーりたにあ
JOR,ヨルダン,Jordan,11439213,50967475352.0,9362.587761,107100635624.0,2023,2023,2023,89318.0,128.0728744,2023,92.5344,2022,74.215,2023,31.22622897,2022,1.098047165,2023,20.4,Amman,アンマン,よるだん
LAO,ラオス,Lao People's Democratic Republic,7664993,15843155731.0,8372.155919,64172516512.0,2023,2023,2023,236800.0,32.36905828,2023,63.6255,2022,68.999,2023,30.55766852,2022,71.60528596,2023,24.91,Vientiane,ビエンチャン,らおす
LVA,ラトビア,Latvia,1882396,42247850065.0,38232.34911,71968421043.0,2023,2023,2023,64590.0,29.14376839,2023,92.1879,2022,74.5804878,2023,15.69204886,2022,54.93379399,2023,7.85,Riga,リガ,らとびあ
LTU,リトアニア,Lithuania,2854099,79789877416.0,46400.64086,132432022680.0,2023,2023,2023,65286.0,43.7168612,2023,88.5029,2022,75.79268293,2023,14.88715003,2022,35.20364354,2023,8.62,Vilnius,ビリニュス,りとあにあ
